Zeitstempel;B6 Delta SAK;Ozone concentration in product gas;SAK 254 inlet (scan);SAK 254 outlet (scan);UV intensity;Filter 1 - Turbidity;Filter 2 - Turbidity;Filter 1 - Pressure loss;Filter 2 - Pressure loss
05.11.2023 08:00;-11,29;28,5;0;0;20,779;0,71;1;435;411
05.11.2023 08:05;-11,29;28,5;0;0;20,779;0,71;1;431;413
05.11.2023 08:10;-11,29;28,5;0;0;20,779;0,71;1;417;415
05.11.2023 08:15;-11,29;28,5;0;0;20,779;0,71;1;439;414
05.11.2023 08:20;-11,29;28,5;0;0;20,779;0,69;1;442;411
05.11.2023 08:25;-11,29;28,5;0;0;20,779;0,68;1;429;412
05.11.2023 08:30;-11,29;28,5;0;0;20,779;0,68;1;439;417
05.11.2023 08:35;-11,29;28,5;0;0;20,779;0,68;1;437;421
05.11.2023 08:40;-11,29;28,5;0;0;20,952;0,68;1;434;421
05.11.2023 08:45;-11,29;28,1;0;0;21,118;0,68;1;444;422
05.11.2023 08:50;-11,29;27,9;0;0;21,118;0,68;1;447;423
05.11.2023 08:55;-11,29;27,9;0;0;21,118;0,68;1;458;419
05.11.2023 09:00;-11,29;27,9;0;0;21,118;0,68;1;443;422
05.11.2023 09:05;-11,29;27,9;0;0;21,118;0,68;1;466;430
05.11.2023 09:10;-11,29;27,9;0;0;21,118;0,68;1;472;433
05.11.2023 09:15;-11,29;27,9;0;0;21,118;0,68;1;463;434
05.11.2023 09:20;-11,29;27,9;0;0;21,118;0,66;1;464;436
05.11.2023 09:25;-11,29;27,9;0;0;21,118;0,64;1;466;437
05.11.2023 09:30;-11,29;27,9;0;0;21,118;0,64;1;491;437
05.11.2023 09:35;-11,29;27,9;0;0;21,118;0,64;1;471;438
05.11.2023 09:40;-11,29;27,9;0;0;21,379;0,64;1;473;438
05.11.2023 09:45;-11,29;28;0;0;21,63;0,64;1;473;434
05.11.2023 09:50;-11,29;28,1;0;0;21,63;0,64;1;475;433
05.11.2023 09:55;-11,29;28,1;0;0;21,63;0,64;1;496;441
05.11.2023 10:00;-11,29;28,1;0;0;21,63;0,64;1;479;442
05.11.2023 10:05;-11,29;28,1;0;0;21,63;0,64;1;478;442
05.11.2023 10:10;-11,29;28,1;0;0;21,63;0,64;1;479;442
05.11.2023 10:15;-11,29;28,1;0;0;21,63;0,64;1;481;442
05.11.2023 10:20;-11,29;28,1;0;0;21,63;0,63;1;483;443
05.11.2023 10:25;-11,29;28,1;0;0;21,63;0,62;1;501;445
05.11.2023 10:30;-11,29;28,1;0;0;21,63;0,62;1;478;446
05.11.2023 10:35;-11,29;28,1;0;0;21,63;0,62;1;495;447
05.11.2023 10:40;-11,29;28,1;0;0;21,988;0,62;1;500;447
05.11.2023 10:45;-11,29;28,1;0;0;22,331;0,62;1;502;448
05.11.2023 10:50;-11,29;28,1;0;0;22,331;0,62;1;505;449
05.11.2023 10:55;-11,29;28,1;0;0;22,331;0,62;1;507;450
05.11.2023 11:00;-11,29;28,1;0;0;22,331;0,62;1;498;451
05.11.2023 11:05;-11,29;28,1;0;0;22,331;0,62;1;500;451
05.11.2023 11:10;-11,29;28,1;0;0;22,331;0,62;1;513;453
05.11.2023 11:15;-11,29;28,1;0;0;22,331;0,62;1;514;454
05.11.2023 11:20;-11,29;28,1;0;0;22,331;0,59;1;516;454
05.11.2023 11:25;-11,29;28,1;0;0;22,331;0,58;1;518;456
05.11.2023 11:30;-11,29;28,1;0;0;22,331;0,58;1;518;457
05.11.2023 11:35;-11,29;28,1;0;0;22,331;0,58;1;499;458
05.11.2023 11:40;-11,29;28,1;0;0;22,588;0,58;1;534;459
05.11.2023 11:45;-11,29;28,1;0;0;22,835;0,58;1;516;460
05.11.2023 11:50;-11,29;28,1;0;0;22,835;0,58;1;530;461
05.11.2023 11:55;-11,29;28,1;0;0;22,835;0,58;1;529;462
05.11.2023 12:00;-11,29;28,1;0;0;22,835;0,58;1;527;463
05.11.2023 12:05;-11,29;28,1;0;0;22,835;0,58;1;538;465
05.11.2023 12:10;-11,29;28,1;0;0;22,835;0,58;1;536;474
05.11.2023 12:15;-11,29;28,1;0;0;22,835;0,58;1;539;472
05.11.2023 12:20;-11,29;28,1;0;0;22,835;0,58;1;554;467
05.11.2023 12:25;-11,29;28,1;0;0;22,835;0,58;1;535;468
05.11.2023 12:30;-11,29;28,1;0;0;22,835;0,58;1;552;469
05.11.2023 12:35;-11,29;28,1;0;0;22,835;0,58;1;557;470
05.11.2023 12:40;-11,29;28,1;0;0;23,054;0,58;1;549;481
05.11.2023 12:45;-11,29;28,2;0;0;23,265;0,58;1;554;477
05.11.2023 12:50;-11,29;28,2;0;0;23,265;0,58;1;549;473
05.11.2023 12:55;-11,29;28,2;0;0;23,265;0,58;1;557;474
05.11.2023 13:00;-11,26;28,2;0;0;23,265;0,58;1;564;478
05.11.2023 13:05;-11,26;28,2;0;0;23,265;0,58;1;567;487
05.11.2023 13:10;-11,26;28,2;0;0;23,265;0,58;1;569;483
05.11.2023 13:15;-11,26;28,2;0;0;23,265;0,58;1;571;478
05.11.2023 13:20;-11,26;28,2;0;0;23,265;0,57;1;573;480
05.11.2023 13:25;-11,26;28,2;0;0;23,265;0,57;1;577;488
05.11.2023 13:30;57,72;28,2;20;0;23,265;0,57;1;579;492
05.11.2023 13:35;100;28,2;36,6;0;23,265;0,57;1;581;486
05.11.2023 13:40;100;28,2;36,2;0;23,489;0,57;1;582;484
05.11.2023 13:45;100;28;34,9;0;23,705;0,57;1;585;485
05.11.2023 13:50;100;28;29,2;0;23,705;0,57;1;589;497
05.11.2023 13:55;100;28;27,5;0;23,705;0,57;1;591;497
05.11.2023 14:00;100;28;26,8;0;23,705;0,57;1;592;488
05.11.2023 14:05;100;28;31,2;0;23,705;0,57;1;596;489
05.11.2023 14:10;100;28;42,5;0;23,705;0,57;1;605;496
05.11.2023 14:15;100;28;9,8;0;23,705;0,57;1;606;503
05.11.2023 14:20;100;28;0;0;23,705;0,56;1;596;500
05.11.2023 14:25;100;28;0;0;23,705;0,56;1;623;494
05.11.2023 14:30;100;28;0;0;23,705;0,56;1;599;496
05.11.2023 14:35;100;28;0;0;23,705;0,56;1;630;508
05.11.2023 14:40;100;28;0;0;23,889;0,56;1;603;510
05.11.2023 14:45;100;27,9;0;0;24,066;0,56;1;641;505
05.11.2023 14:50;100;27,9;0;0;24,066;0,56;1;617;501
05.11.2023 14:55;100;27,9;0;0;24,066;0,56;1;619;510
05.11.2023 15:00;100;27,9;0;0;24,066;0,56;1;642;515
05.11.2023 15:05;100;27,9;0;0;24,066;0,56;1;635;515
05.11.2023 15:10;100;27,9;0;0;24,066;0,56;1;636;512
05.11.2023 15:15;100;27,9;0;0;24,066;0,56;1;638;511
05.11.2023 15:20;100;27,9;0;0;24,066;0,57;1;640;513
05.11.2023 15:25;100;27,9;0;0;24,066;0,58;1;642;514
05.11.2023 15:30;100;27,9;0;0;24,066;0,58;1;643;515
05.11.2023 15:35;100;27,9;0;0;24,066;0,58;1;645;521
05.11.2023 15:40;100;27,9;0;0;24,156;0,58;1;648;524
05.11.2023 15:45;100;27,9;0;0;24,243;0,58;1;651;526
05.11.2023 15:50;100;27,9;0;0;24,243;0,58;1;655;528
05.11.2023 15:55;100;27,9;0;0;24,243;0,58;1;658;527
05.11.2023 16:00;100;27,9;0;0;24,243;0,58;1;667;526
05.11.2023 16:05;100;27,9;0;0;24,243;0,58;1;678;527
05.11.2023 16:10;100;27,9;0;0;24,243;0,58;1;661;528
05.11.2023 16:15;100;27,9;0;0;24,243;0,58;1;665;532
05.11.2023 16:20;100;27,9;0;0;24,243;0,57;1;676;537
05.11.2023 16:25;100;27,9;0;0;24,243;0,57;1;661;539
05.11.2023 16:30;100;27,9;0;0;24,243;0,57;1;673;539
05.11.2023 16:35;100;27,9;0;0;24,243;0,57;1;684;541
05.11.2023 16:40;100;27,9;0;0;24,261;0,57;1;686;543
05.11.2023 16:45;100;28,1;0;0;24,278;0,57;1;669;545
05.11.2023 16:50;100;28,2;0;0;24,278;0,57;1;687;546
05.11.2023 16:55;100;28,2;0;0;24,278;0,57;1;699;548
05.11.2023 17:00;100;28,2;0;0;24,278;0,57;1;665;550
05.11.2023 17:05;100;28,2;0;0;24,278;0,57;1;702;551
05.11.2023 17:10;100;28,2;0;0;24,278;0,57;1;699;553
05.11.2023 17:15;100;28,2;0;0;24,278;0,57;1;682;554
05.11.2023 17:20;100;28,2;0;0;24,278;0,53;1;691;556
05.11.2023 17:25;100;28,2;0;0;24,278;0,51;1;702;558
05.11.2023 17:30;100;28,2;0;0;24,278;0,51;1;699;560
05.11.2023 17:35;100;28,2;0;0;24,278;0,51;1;705;562
05.11.2023 17:40;100;28,2;0;0;24,249;0,51;1;697;563
05.11.2023 17:45;100;28,2;0;0;24,221;0,51;1;700;566
05.11.2023 17:50;100;28,3;0;0;24,221;0,51;1;730;567
05.11.2023 17:55;100;28,3;0;0;24,221;0,51;1;692;569
05.11.2023 18:00;100;28,3;0;0;24,221;0,51;1;722;571
05.11.2023 18:05;100;28,3;0;0;24,221;0,51;1;721;578
05.11.2023 18:10;100;28,3;0;0;24,221;0,51;1;710;583
05.11.2023 18:15;100;28,3;0;0;24,221;0,51;1;709;584
05.11.2023 18:20;100;28,3;0;0;24,221;0,62;1;718;573
05.11.2023 18:25;100;28,3;0;0;24,221;0,69;1;165;579
05.11.2023 18:30;100;28,3;0;0;24,898;0,69;1;3;592
05.11.2023 18:35;100;28,3;0;0;25,318;0,69;1;307;597
05.11.2023 18:40;100;28,3;0;0;25,318;0,69;1;241;594
05.11.2023 18:45;100;28,3;0;0;25,318;0,69;1;178;595
05.11.2023 18:50;100;28,3;0;0;26,745;0,69;1;189;609
05.11.2023 18:55;100;28,3;0;0;26,946;0,69;1;194;609
05.11.2023 19:00;100;28,3;0;0;26,946;0,69;1;189;609
05.11.2023 19:05;100;28,3;0;0;26,946;0,69;1;184;602
05.11.2023 19:10;100;28,3;0;0;26,946;0,69;1;179;119
05.11.2023 19:15;100;28,3;0;0;28,05;0,69;1;177;-76
05.11.2023 19:20;100;28,3;0;0;25,359;0,67;1;171;134
05.11.2023 19:25;100;28,3;0;0;24,445;0,65;1;185;266
05.11.2023 19:30;100;28,3;0;0;24,445;0,65;1;178;270
05.11.2023 19:35;100;28,3;0;0;24,445;0,65;1;192;273
05.11.2023 19:40;100;28,3;0;0;24,445;0,65;1;181;274
05.11.2023 19:45;100;28,1;0;0;24,445;0,65;1;195;278
05.11.2023 19:50;100;28,1;0;0;24,445;0,65;1;180;279
05.11.2023 19:55;100;28,1;0;0;24,445;0,65;1;207;278
05.11.2023 20:00;100;28,1;0;0;24,445;0,65;1;184;275
05.11.2023 20:05;100;28,1;0;0;23,601;0,65;1;203;279
05.11.2023 20:10;100;28,1;0;0;23,239;0,65;1;200;283
05.11.2023 20:15;100;28,1;0;0;23,239;0,65;1;192;283
05.11.2023 20:20;100;28,1;0;0;23,239;0,7;1;214;283
05.11.2023 20:25;100;28,1;0;0;23,239;0,73;1;202;278
05.11.2023 20:30;100;28,1;0;0;23,239;0,73;1;207;281
05.11.2023 20:35;100;28,1;0;0;23,239;0,73;1;204;286
05.11.2023 20:40;100;28,1;0;0;23,239;0,73;1;216;286
05.11.2023 20:45;100;28,2;0;0;23,239;0,73;1;207;287
05.11.2023 20:50;100;28,2;0;0;23,239;0,73;1;225;287
05.11.2023 20:55;100;28,2;0;0;23,239;0,73;1;212;283
05.11.2023 21:00;100;28,2;0;0;23,239;0,73;1;228;286
05.11.2023 21:05;100;28,2;0;0;22,494;0,73;1;219;290
05.11.2023 21:10;100;28,2;0;0;22,174;0,73;1;226;291
05.11.2023 21:15;100;28,2;0;0;22,174;0,73;1;232;292
05.11.2023 21:20;100;28,2;0;0;22,174;0,83;1;231;293
05.11.2023 21:25;100;28,2;0;0;22,174;0,88;1;231;294
05.11.2023 21:30;100;28,2;12;0;22,174;0,88;1;232;294
05.11.2023 21:35;100;28,2;53,7;0;22,174;0,88;1;234;294
05.11.2023 21:40;100;28,2;52,1;0;22,174;0,88;1;236;296
05.11.2023 21:45;100;28,3;50;0;22,174;0,88;1;237;297
05.11.2023 21:50;100;28,3;48,4;0;22,174;0,88;1;239;298
05.11.2023 21:55;100;28,3;48,4;0;22,174;0,88;1;251;300
05.11.2023 22:00;100;28,3;48,4;0;22,174;0,88;1;242;301
05.11.2023 22:05;100;28,3;45,8;0;21,698;0,88;1;241;306
05.11.2023 22:10;100;28,3;41,6;0;21,494;0,88;1;253;309
05.11.2023 22:15;100;28,3;41,4;0;21,494;0,88;1;254;305
05.11.2023 22:20;100;28,3;41,4;0;21,494;0,97;1;242;305
05.11.2023 22:25;100;28,3;41,4;0;21,494;1,02;1;263;307
05.11.2023 22:30;100;28,3;40,4;0;21,494;1,02;1;253;310
05.11.2023 22:35;100;28,3;39;0;21,494;1,02;1;255;316
05.11.2023 22:40;100;28,3;36,8;0;21,494;1,02;1;255;314
05.11.2023 22:45;100;28,2;36,7;0;21,494;1,02;1;254;312
05.11.2023 22:50;100;28,1;35,5;0;21,494;1,02;1;256;313
05.11.2023 22:55;100;28,1;35,5;0;21,494;1,02;1;260;316
05.11.2023 23:00;100;28,1;35;0;21,494;1,02;1;265;323
05.11.2023 23:05;100;28,1;32,7;0;21,676;1,02;1;266;322
05.11.2023 23:10;100;28,1;27,3;0;21,755;1,02;1;281;318
05.11.2023 23:15;100;28,1;26,2;0;21,755;1,02;1;271;320
05.11.2023 23:20;100;28,1;26,2;0;21,755;1,03;1;272;324
05.11.2023 23:25;100;28,1;26,2;0;21,755;1,03;1;274;329
05.11.2023 23:30;100;28,1;26,2;0;21,755;1,03;1;276;329
05.11.2023 23:35;100;28,1;26,2;0;21,755;1,03;1;280;325
05.11.2023 23:40;100;28,1;26,2;0;21,755;1,03;1;286;327
05.11.2023 23:45;100;27,9;26,2;0;21,755;1,03;1;289;333
05.11.2023 23:50;100;27,9;26,2;0;21,755;1,03;1;290;336
05.11.2023 23:55;100;27,9;26,2;0;21,755;1,03;1;278;334
06.11.2023 00:00;100;27,9;26,2;0;21,755;1,03;1;299;331
06.11.2023 00:05;100;27,9;26,2;0;22,227;1,03;1;283;333
06.11.2023 00:10;100;27,9;26,7;0;22,43;1,03;1;290;340
06.11.2023 00:15;100;27,9;27,3;0;22,43;1,03;1;298;341
06.11.2023 00:20;100;27,9;27,3;0;22,43;0,99;1;288;338
06.11.2023 00:25;100;27,9;27,3;0;22,43;0,96;1;297;336
06.11.2023 00:30;100;27,9;27,3;0;22,43;0,96;1;288;340
06.11.2023 00:35;100;27,9;27,3;0;22,43;0,96;1;307;345
06.11.2023 00:40;100;27,9;27,3;0;22,43;0,96;1;297;345
06.11.2023 00:45;100;27,9;27,3;0;22,43;0,96;1;298;342
06.11.2023 00:50;100;28;27,3;0;22,43;0,96;1;306;341
06.11.2023 00:55;100;28;27,3;0;22,43;0,96;1;308;347
06.11.2023 01:00;100;28;27,3;0;22,43;0,96;1;309;351
06.11.2023 01:05;100;28;27,3;0;22,701;0,96;1;311;351
06.11.2023 01:10;100;28;32,4;0;22,818;0,96;1;313;349
06.11.2023 01:15;100;28;34,7;0;22,818;0,96;1;315;347
06.11.2023 01:20;100;28;33,6;0;22,818;0,87;1;316;355
06.11.2023 01:25;100;28;32,6;0;22,818;0,82;1;318;358
06.11.2023 01:30;100;28;32,6;0;22,818;0,82;1;316;360
06.11.2023 01:35;100;28;32,6;0;22,818;0,82;1;320;361
06.11.2023 01:40;100;28;30,6;0;22,818;0,82;1;320;357
06.11.2023 01:45;100;28;30,8;0;22,818;0,82;1;334;358
06.11.2023 01:50;100;28,1;30,8;0;22,818;0,82;1;329;366
06.11.2023 01:55;100;28,1;30,8;0;22,818;0,82;1;326;367
06.11.2023 02:00;100;28,1;30,8;0;22,818;0,82;1;343;369
06.11.2023 02:05;100;28,1;31,3;0;22,986;0,82;1;322;371
06.11.2023 02:10;100;28,1;34,1;0;23,058;0,82;1;337;371
06.11.2023 02:15;100;28,1;38,2;0;23,058;0,82;1;331;371
06.11.2023 02:20;100;28,1;37,4;0;23,058;0,85;1;347;367
06.11.2023 02:25;100;28,1;36,5;0;23,058;0,87;1;341;376
06.11.2023 02:30;100;28,1;36;0;23,058;0,87;1;335;378
06.11.2023 02:35;100;28,1;36;0;23,058;0,87;1;351;379
06.11.2023 02:40;100;28,1;35,4;0;23,058;0,87;1;353;381
06.11.2023 02:45;100;28;29,8;0;23,058;0,87;1;345;381
06.11.2023 02:50;100;28;26,3;0;23,058;0,87;1;355;383
06.11.2023 02:55;100;28;25,9;0;23,058;0,87;1;341;384
06.11.2023 03:00;100;28;25,9;0;23,058;0,87;1;363;385
06.11.2023 03:05;100;28;25,9;0;23,364;0,87;1;361;386
06.11.2023 03:10;100;28;25,9;0;23,496;0,87;1;357;388
06.11.2023 03:15;100;28;25,9;0;23,496;0,87;1;361;389
06.11.2023 03:20;100;28;25,9;0;23,496;0,84;1;363;390
06.11.2023 03:25;100;28;25,9;0;23,496;0,82;1;365;392
06.11.2023 03:30;100;28;25,9;0;23,496;0,82;1;368;392
06.11.2023 03:35;100;28;25,9;0;23,496;0,82;1;371;394
06.11.2023 03:40;100;28;25,9;0;23,496;0,82;1;373;395
06.11.2023 03:45;100;28;24,8;0;23,496;0,82;1;386;397
06.11.2023 03:50;100;28;23,2;0;23,496;0,82;1;382;399
06.11.2023 03:55;100;28;23,2;0;23,496;0,82;1;376;400
06.11.2023 04:00;100;28;23,2;0;23,496;0,82;1;378;401
06.11.2023 04:05;100;28;23,2;0;23,95;0,82;1;380;402
06.11.2023 04:10;100;28;23,2;0;24,145;0,82;1;385;403
06.11.2023 04:15;100;28;22,8;0;24,145;0,82;1;406;409
06.11.2023 04:20;100;28;22,4;0;24,145;0,82;1;378;411
06.11.2023 04:25;100;28;22,4;0;24,145;0,83;1;398;409
06.11.2023 04:30;100;28;22,4;0;24,145;0,83;1;386;407
06.11.2023 04:35;100;28;22,4;0;24,145;0,83;1;396;408
06.11.2023 04:40;100;28;22,4;0;24,145;0,83;1;402;409
06.11.2023 04:45;100;28;22,4;0;24,145;0,83;1;402;410
06.11.2023 04:50;100;28;22,4;0;24,145;0,83;1;399;417
06.11.2023 04:55;100;28;22,4;0;24,145;0,83;1;400;418
06.11.2023 05:00;100;28;22,4;0;24,145;0,83;1;403;418
06.11.2023 05:05;100;28;22,4;0;24,698;0,83;1;404;418
06.11.2023 05:10;100;28;22,4;0;24,935;0,83;1;406;414
06.11.2023 05:15;100;28;22,6;0;24,935;0,83;1;408;415
06.11.2023 05:20;100;28;23;0;24,935;0,79;1;409;419
06.11.2023 05:25;100;28;23,4;0;24,935;0,77;1;410;425
06.11.2023 05:30;100;28;24;0;24,935;0,77;1;413;425
06.11.2023 05:35;100;28;24;0;24,935;0,77;1;425;426
06.11.2023 05:40;100;28;24;0;24,935;0,77;1;400;425
06.11.2023 05:45;100;27,9;25;0;24,935;0,77;1;421;422
06.11.2023 05:50;100;27,9;30,8;0;24,935;0,77;1;422;422
06.11.2023 05:55;100;27,9;31,6;0;24,935;0,77;1;407;430
06.11.2023 06:00;100;27,9;31,6;0;24,935;0,77;1;432;431
06.11.2023 06:05;100;27,9;31,6;0;25,094;0,77;1;410;432
06.11.2023 06:10;100;27,9;31,6;0;25,163;0,77;1;429;433
06.11.2023 06:15;100;27,9;31,3;0;25,163;0,77;1;422;434
06.11.2023 06:20;100;27,9;31,2;0;25,163;0,8;1;418;430
06.11.2023 06:25;100;27,9;31,2;0;25,163;0,81;1;439;429
06.11.2023 06:30;100;27,9;34,1;0;25,163;0,81;1;425;433
06.11.2023 06:35;100;27,9;36,7;0;25,163;0,81;1;433;437
06.11.2023 06:40;100;27,9;36,8;0;25,163;0,81;1;424;438
06.11.2023 06:45;100;28;36,7;0;25,163;0,81;1;425;438
06.11.2023 06:50;100;28,1;30;0;25,163;0,81;1;426;439
06.11.2023 06:55;100;28,1;26,9;0;25,163;0,81;1;427;439
06.11.2023 07:00;100;28,1;25,8;0;25,163;0,81;1;448;438
06.11.2023 07:05;100;28,1;25,2;0;25,064;0,81;1;426;434
06.11.2023 07:10;100;28,1;25,2;0;25,021;0,81;1;428;436
06.11.2023 07:15;100;28,1;25,2;0;25,021;0,81;1;430;443
06.11.2023 07:20;100;28,1;24,2;0;25,021;0,81;1;451;443
06.11.2023 07:25;100;28,1;22,6;0;25,021;0,82;1;424;443
06.11.2023 07:30;100;28,1;21,7;0;25,021;0,82;1;452;445
06.11.2023 07:35;100;28,1;21,7;0;25,021;0,82;1;426;445
06.11.2023 07:40;100;28,1;21,7;0;25,021;0,82;1;456;446
06.11.2023 07:45;100;28,3;21,7;0;25,021;0,82;1;426;446
06.11.2023 07:50;100;28,4;21,7;0;25,021;0,82;1;448;447
06.11.2023 07:55;100;28,4;21,7;0;25,021;0,82;1;448;447
06.11.2023 08:00;100;28,4;21,7;0;25,021;0,82;1;449;448
06.11.2023 08:05;100;28,4;21,7;0;25,694;0,82;1;430;448
06.11.2023 08:10;100;28,4;21,5;0;25,983;0,82;1;447;449
06.11.2023 08:15;100;28,4;20,9;0;25,983;0,82;1;453;450
06.11.2023 08:20;100;28,4;20,9;0;25,983;0,77;1;454;450
06.11.2023 08:25;100;28,4;20,9;0;25,983;0,74;1;447;451
06.11.2023 08:30;100;28,4;20,9;0;25,983;0,74;1;442;452
06.11.2023 08:35;100;28,4;20,9;0;25,983;0,74;1;470;452
06.11.2023 08:40;100;28,4;20,9;0;25,983;0,74;1;437;454
06.11.2023 08:45;100;28,5;20,9;0;25,983;0,74;1;456;454
06.11.2023 08:50;100;28,6;20,9;0;25,983;0,74;1;457;456
06.11.2023 08:55;100;28,6;20,9;0;25,983;0,74;1;469;456
06.11.2023 09:00;100;28,6;20,9;0;25,983;0,74;1;451;456
06.11.2023 09:05;100;28,6;20,9;0;26,549;0,74;1;475;458
06.11.2023 09:10;100;28,6;20,9;0;26,791;0,74;1;444;458
06.11.2023 09:15;100;28,6;20,7;0;26,791;0,74;1;468;459
06.11.2023 09:20;100;28,6;20,7;0;26,791;0,74;1;470;461
06.11.2023 09:25;100;28,6;20,7;0;26,791;0,73;1;473;466
06.11.2023 09:30;100;28,6;20,7;0;26,791;0,73;1;476;471
06.11.2023 09:35;100;28,6;20,7;0;26,791;0,73;1;476;463
06.11.2023 09:40;100;28,6;20,7;0;26,791;0,73;1;466;463
06.11.2023 09:45;100;28,9;20,7;0;26,791;0,73;1;491;465
06.11.2023 09:50;100;29;20,7;0;26,791;0,73;1;474;466
06.11.2023 09:55;100;29;20,7;0;26,791;0,73;1;493;467
06.11.2023 10:00;100;29;20,7;0;26,791;0,73;1;476;475
06.11.2023 10:05;100;29;20,7;0;27,478;0,73;1;504;479
06.11.2023 10:10;100;29;20,6;0;27,773;0,73;1;474;471
06.11.2023 10:15;100;29;23,3;0;27,773;0,73;1;512;472
06.11.2023 10:20;100;29;37,5;0;27,773;0,71;1;484;473
06.11.2023 10:25;100;29;39,7;0;27,773;0,7;1;500;474
06.11.2023 10:30;100;29;39,7;0;27,773;0,7;1;491;482
06.11.2023 10:35;100;29;39,7;0;27,773;0,7;1;503;486
06.11.2023 10:40;100;29;39,7;0;27,773;0,7;1;506;479
06.11.2023 10:45;100;28,9;39,7;0;27,773;0,7;1;508;478
06.11.2023 10:50;100;28,9;38,1;0;27,773;0,7;1;510;480
06.11.2023 10:55;100;28,9;35,3;0;27,773;0,7;1;512;486
06.11.2023 11:00;100;28,9;32,7;0;27,773;0,7;1;515;492
06.11.2023 11:05;100;28,9;31,7;0;28,589;0,7;1;517;486
06.11.2023 11:10;100;28,9;31;0;28,939;0,7;1;518;484
06.11.2023 11:15;100;28,9;30,5;0;28,939;0,7;1;519;485
06.11.2023 11:20;100;28,9;29,5;0;28,939;0,68;1;520;493
06.11.2023 11:25;100;28,9;28,1;0;28,939;0,67;1;520;497
06.11.2023 11:30;100;28,9;27,7;0;28,939;0,67;1;520;490
06.11.2023 11:35;100;28,9;27,7;0;28,939;0,67;1;522;488
06.11.2023 11:40;100;28,9;27,7;0;28,939;0,67;1;524;491
06.11.2023 11:45;100;29,1;27,7;0;28,939;0,67;1;526;500
06.11.2023 11:50;100;29,2;27,7;0;28,939;0,67;1;527;500
06.11.2023 11:55;100;29,2;27,7;0;28,939;0,67;1;530;491
06.11.2023 12:00;100;29,2;27,7;0;28,939;0,67;1;534;492
06.11.2023 12:05;100;29,2;27,7;0;29,761;0,67;1;538;500
06.11.2023 12:10;-20,04;29,2;27,7;34,8;30,113;0,67;1;541;505
06.11.2023 12:15;-94,04;30,2;27,7;56,7;30,113;0,67;1;543;503
06.11.2023 12:20;28,16;44,1;29,8;21,5;30,113;0,66;1;545;496
06.11.2023 12:25;-46,12;44,3;31,5;46,2;30,113;0,65;1;548;498
06.11.2023 12:30;-69,52;44,3;33,6;56,1;30,113;0,65;1;550;509
06.11.2023 12:35;-64,4;44,3;34,4;56,1;30,113;0,65;1;552;509
06.11.2023 12:40;-62,27;44,3;35;56,1;30,113;0,65;1;553;504
06.11.2023 12:45;-61,09;46,4;35;56,1;30,113;0,65;1;560;500
06.11.2023 12:50;-53,89;59,5;36,4;56,1;30,113;0,65;1;564;508
06.11.2023 12:55;-45,6;59,6;38,7;56,1;30,113;0,65;1;564;514
06.11.2023 13:00;-38,31;59,6;40,4;56,1;30,113;0,65;1;539;514
06.11.2023 13:05;-36,11;59,6;41;56,1;31,387;0,65;1;580;508
06.11.2023 13:10;-35,29;59,6;41,4;56,1;31,933;0,65;1;553;506
06.11.2023 13:15;-34,41;61,3;41,7;56,1;32,197;0,65;1;560;516
06.11.2023 13:20;-30,8;74,7;42;56,1;33,732;0,62;1;585;518
06.11.2023 13:25;-26,73;74,8;44,1;55,4;33,732;0,6;1;560;519
06.11.2023 13:30;-23,59;74,8;44,5;55;35,128;0,6;1;579;512
06.11.2023 13:35;-22,2;74,8;45,5;55;35,708;0,6;1;586;511
06.11.2023 13:40;-20,96;74,8;45,5;55;37,668;0,6;1;575;522
06.11.2023 13:45;-20,93;77;45,5;55;38,514;0,6;1;577;524
06.11.2023 13:50;-18,8;89,4;46,3;55;39,587;0,6;1;579;525
06.11.2023 13:55;-16,34;89,9;47,2;55;40,661;0,6;1;588;524
06.11.2023 14:00;-12,82;89,9;48,5;55;41,505;0,6;1;593;523
06.11.2023 14:05;-12,24;89,9;48,9;55;43,493;0,6;1;595;524
06.11.2023 14:10;-11,81;89,9;48,9;55;44,025;0,6;1;586;525
06.11.2023 14:15;-11,54;90,8;48,9;55;45,3;0,6;1;595;527
06.11.2023 14:20;-9,67;93,8;49,8;55;46,708;0,58;1;602;534
06.11.2023 14:25;-6,6;93,8;51,1;54,4;47,24;0,57;1;604;534
06.11.2023 14:30;-3,92;93,8;52,1;54,1;48,954;0,57;1;605;535
06.11.2023 14:35;-3,8;93,8;52,1;54,1;50,069;0,57;1;607;536
06.11.2023 14:40;-3,8;93,8;52,1;54,1;51,064;0,57;1;612;537
06.11.2023 14:45;-3,8;93,8;52,1;54,1;52,564;0,57;1;615;535
06.11.2023 14:50;-3,8;93,8;52,1;54,1;53,014;0,57;1;616;535
06.11.2023 14:55;-3,8;93,8;52,1;54,1;54,492;0,57;1;618;537
06.11.2023 15:00;-3,8;93,8;52,1;54,1;54,492;0,57;1;621;540
06.11.2023 15:05;-3,8;93,8;52,1;54,1;55,816;0,57;1;621;545
06.11.2023 15:10;-3,8;93,8;52,1;54,1;56,402;0,57;1;623;545
06.11.2023 15:15;-3,8;93,8;52,1;54,1;56,402;0,57;1;624;546
06.11.2023 15:20;-3,8;93,9;52,1;54,1;57,04;0,55;1;624;547
06.11.2023 15:25;-3,8;93,9;52,1;53,5;58,224;0,54;1;626;549
